file_name,caption_number,caption
WoodenFloorFootsteps_Boots_01.wav,caption_3,Feet clanking the wooden planks of the floor boards.
Canal St.wav,caption_3,People are talking in the background while various types of vehicles move nearby.
extractor_hood.wav,caption_3,"As the door opened, the muffled patter rain grew louder."
Eerie Sax.wav,caption_3,A street musician is playing a saxophone on the sidewalk.
20100421.dog.vs.cat.wav,caption_3,A dog woofs and produces a low rumble from deep in its throat.
Blackbird sounds.wav,caption_3,"Many birds chirp and vocalize, while wind blows."
R05_0197.wav,caption_3,An engine is rumbling while a vehicle is stopped in the same position.
20100423.river.01.wav,caption_3,Water flows down an outdoor waterfall as birds chirp in the background.
Compressor_Motor_In_Workshop.wav,caption_3,A large loud generator is running on idle mode.
break_through_blocked_door.wav,caption_3,"Someone is opening and closing a door, then loudly knocking on it."
car passing under the bridge.wav,caption_3,Rain on a pavement street with a car going by
20100917.14h.thunder.rain.wav,caption_3,A loud thunderstorm with rain and wind blowing a cowbell wind chime.
md4trk9.wav,caption_3,"A rattle is being shaken, more rhythmically as time goes on."
tap_dance_practice.wav,caption_3,Click clacking of shoes on a solid surface.
20101121.sanlucar.market.wav,caption_3,A man screams as an another man answers while people are talking and arguing.
bath in a river.wav,caption_3,Water rushes into a pool from a waterfall while young people talk.
Party Sounds-AIFF 44.1_16.wav,caption_3,A large group of people are all talking at the same time.
fr9 07 street sounds.wav,caption_3,Outdoor street cafe where traffic sometimes drowns out the chatter of people and ringing.
paper_cup.wav,caption_3,Saw cutting through a board at a fast rate.
Untitled-13.wav,caption_3,A machine is operating with speeds and pitches that change.
A Coruna train announcement_1.wav,caption_3,"An engine is humming in the background, while an adult female speaks over a public address system."
20120715_ourense.bell.01.wav,caption_3,Bell ringing with birds chirping and whistling in the background.
20121124_exhibition.01.wav,caption_3,As a group of people speak a door opens and closes
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav",caption_3,Automobiles drive by and a church bell rings while people are talking.
MetroStation.wav,caption_3,People are speaking and an engine approaches followed by money crumbling.
Rain after Thunder from Shed 2013-07-25 1.wav,caption_3,Rain falling on a hard surface and a hard object being moved across a hard surface.
Library with Light Chatter.wav,caption_3,A person talking initially and the hum of many people in the background with the occasional odd sound.
R09_0020.wav,caption_3,"Initially, a crash of thunder followed by steady rainfall and then, dogs barking in the background."
20160815_ravine.02.wav,caption_3,Open static from an unknown source and also continues at a constant rate.
Big scary Footsteps.wav,caption_3,Someone is walking faster and faster up the stairs.
Cat Meowing.wav,caption_3,A cat purrs and makes cat sounds and at the end makes higher pitched sounds.
2016-10-06 Mild Thunder.wav,caption_3,A vehicle is running at moderate speed into the wind
forest_ambience_chepachet_spring_2.wav,caption_3,"In a flock of birds, some birds are chattering while some others are screeching, chirping and trilling loudly."
3 persons walking slowly on grass noisy ambient 1.wav,caption_3,A person out in public by the street walking near traffic
staircase_with_elevator_background_a.baby.wav,caption_3,A washing machine is whirring while a baby cries in the background.
mosquito.wav,caption_3,"An annoying, high pitched squeak with a few short breaks."
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_05.wav,caption_3,Birds are singing center stage while other types of birds are warbling.
Pushing a metal fence.wav,caption_3,Someone is attempting to open a metal door.
squeeks raw.wav,caption_3,A metallic object squeaking and creaking and a man talking.
"Footsteps, tennis shoes on wooden floor.wav",caption_3,Footsteps are slowly walking down into an empty hallway
Recorded_Paper01.wav,caption_3,"Papers are being turned, stopped, stamped, then turned again."
Air condition running.wav,caption_3,A machine constantly running with a squeaky wheel
London Street.wav,caption_3,A piece of machinery running with people talking in the background.
Stream 7 at Krka falls.wav,caption_3,Heavy rain is pouring down and then it fades out.
AMB_EXT_PARK_SUMMER_DAY_LOOP.wav,caption_3,Crickets are chirping in the distance as cars drive by.
"Night Sounds, Summer Country.wav",caption_3,"The buzzing of insect wings, as crickets chirp in the background."
Water_Drops_Falling_2.wav,caption_3,Hot grease popping in the pan of a kitchen
Pajarito.wav,caption_3,A whistle goes off and it whirls off couple of times.
Glass Tap.wav,caption_3,A person is picking up various cups and hitting them with a spoon to listen to their tune.
electric-screwdriver.wav,caption_3,Someone is picking up a hard object and repeatedly dropping it onto a hard surface.
h907 boules pologna clap f.wav,caption_3,A man talks on stage before some applause and an woman speaker as others mill around for an event.
Construction.wav,caption_3,Someone is turning on and running a machine to wash off a pan.
Antique Telephone Rings.wav,caption_3,A telephone is ringing inside of a room.
Chopping parsley.wav,caption_3,In a kitchen cutting food with a big knife
Asda car park.wav,caption_3,A woman and a child are beside a shopping cart while the cart is being pushed to a car.
Thick Paper.wav,caption_3,Shopping bags made of paper are being rustled about.
Steps.wav,caption_3,Cars drive by as a person walks on ground with pebbles.
Old Radio reciever_ Noise_Interference_Knobs_Pulling out Antenna.wav,caption_3,"Muffled radio static fluctuates from low to high pitched tones, emitting a garbled and warped signal."
auto-rickshaw-Chennai-1.wav,caption_3,Someone revs and engine and drives it away.
Boom_Folie_NoiseOnGlass.wav,caption_3,Muffled echoes indicate something is moving far off in the distance.
hitting a dinner fork on a counter.wav,caption_3,"The object that is made of metal made a noise a couple of times, and thumping"
sd_coffee2.wav,caption_3,A small electric motor has various loads placed on it while running at high speed.
CarInterior_RRx_WaitToTurn_FinalPark.wav,caption_3,Someone is in a vehicle us messing with the glove box while travelling down the road.
Silencyo_CC_Wind Mistral_Medium_Dry Grass_Crickets_Distant traffic.wav,caption_3,A vehicle with a large engine is driving down the street.
BarbiereDeSevilia_public_HAHAHA.wav,caption_3,A man releases a laugh as he is joined by a growing number of people with laughter.
Carillon Zuiderkerk Amsterdam.wav,caption_3,Church bells are ringing a melody in harmony.
Lots of Geese.wav,caption_3,Ducks and geese quacking and different species of other birds chirping.
Running Water in Sink.wav,caption_3,Someone opens the plug and drains water from the tub then closes the plug again
Toilet flushing.wav,caption_3,A toilet is flushing water down the hole
Erny vs Deadman4.wav,caption_3,One man is speaking before others in the room join in.
Before-after remix of 117041__joedeshon__keys_in_ignition_warning.wav,caption_3,An alarm goes off repeatedly within a quiet room
Bell_Chime_9.wav,caption_3,A doorbell repeats the same tune two times.
life line.wav,caption_3,Musical electronic notes with a medium pitch coming from a large speaker.
BI-PLANE TAXI.wav,caption_3,"A loud, chugging piece of machinery gets much louder and then gradually quiets down."
whistling-shower-head.wav,caption_3,Water drips into a tub from a faucet and then the flow increases then decreases quickly
Small Waves at the Beach.wav,caption_3,Water is running through a stream on the side of a road as people are walking by.
bird-twitter.wav,caption_3,Birds are chirping and different species are tweeting.
Ukraine_forest_atmo_in_May.wav,caption_3,Birds chirp quickly in the trees as dogs are barking in the distance.
Birds Al-Qutun Morning.wav,caption_3,As roosters crow in the distance a variety of birds chirp
"Morning In Palyem (North Goa, India).wav",caption_3,People chat as birds chirp and animals howl at a zoo.
pacifica-birds-chickens.wav,caption_3,An engine whirs in the background as roosters crow and birds chirp and caw.
Birds and passing cars.wav,caption_3,Birds chirping continuously as a plane and two passing cars are in the background.
gulls in the city.wav,caption_3,Large tropical birds noisily fill the air while smaller birds chirp and a man shouts occasionally.
Unknown bird in rainy woods.wav,caption_3,the sound of rain forest monkeys and other animals are making different noises as well.
franco_hernan_bio_fonia_grillo_carloserestrepo_medellin.wav,caption_3,"Cricket loudly chirping, a person sighs, while in the background a horn toots and traffic moves on the streets."
MARFA TRAIN.wav,caption_3,A train is chugging past on the tracks and it blows its horn.
electronic rain.wav,caption_3,Multiple sounds are playing and being slowed down while playing back for Digital Delay Line.
Blackberry Creek 2-15-15.wav,caption_3,Running water with muffled voices in the background.
Kitchen Tap_Running water.wav,caption_3,"Water hitting a object, it stops and starts again."
Remix #3  of 30938__halleck__crash1-reverse.wav,caption_3,"A metallic vibration rings, then goes silent, then gets louder and louder."
Country Stream.wav,caption_3,Liquid is pouring into a container that already has liquid in it.
Droping a key.wav,caption_3,A metallic object clangs as it is dropped on a surface and then it is rubbed across the surface.
bm_drip.wav,caption_3,The water is running on an object with the water tap open
nxSample007.wav,caption_3,Rain crackles while steadily and loudly hitting the pavement.
shower_screen_door_slide_open_closed_24_96_stereo.wav,caption_3,An intermittent knocking is audible in the foreground.
boiling-kettle-noise.wav,caption_3,A teapot coming to a boil on a stove and then whistling.
Pipe hit.wav,caption_3,The stick strikes the percussive instrument creating reverb.
Bounce-BottleCapOnWood.wav,caption_3,A person is continuously flipping a bottle cap on the table
Nolde Forest - Wind Through Trees.wav,caption_3,Heavy rain is heavily striking a surface without interruption.
WasherEndofRestCycleStartFill-WashCycle.wav,caption_3,A low rumble of heavy machinery precedes the hiss of steam steadily being released.
breathingsfx.wav,caption_3,One train leaves a subway station as another approaches.
car_alarm.wav,caption_3,"A siren is going off, and people are talking."
cars_pass_01_070812.wav,caption_3,Crickets chirp outside and cars drive by loudly.
Plusieurs_Chaises_Glissent.wav,caption_3,A wooden chair being moved across a hard surface and shuffling shoes across the same ground.
Brook with village atmosphere.wav,caption_3,Rain is pouring hard and a dog barks at a car driving by.
Marrakech Early Morning.wav,caption_3,People are talking at a distance and nearby a hard object is striking another hard object.
rain_driveway_tunnel_drip_02.wav,caption_3,A person speaks before water falls and drips to the ground below.
Slushing in mouth.wav,caption_3,A man is swishing water in his mouth.
Padlock.wav,caption_3,"Quiet clicking and squeaking at consistent, but uneven, intervals."
flowing water.wav,caption_3,Rain is falling and a faint buzzing plays occasionally.
Vending Machines - Room Tone.wav,caption_3,The low rumble of a factory covers the few voices of the workers.
Flies Aboard.wav,caption_3,"Lots of feedback, similar to  computer noises, are generated."
Crack_2Eggs_and_Fry.wav,caption_3,Grease bubbling in a pan with the rattling of utensils on the pan.
Teakettle Boiling.wav,caption_3,Popcorn is popping vigorously while being cooked in a microwave.
Fork Onto Table .wav,caption_3,Silverware is being laid out onto a table.
gargnano-sounds.wav,caption_3,"Birds chirp while cars drive past a single point and wind blows, wood breaks and metal items are laid down."
car acceleration sequence.wav,caption_3,A cars engine starts and then begins to go faster.
Car starting (open hood).wav,caption_3,A woman is speaking and then turns on and off a car.
leaves.wav,caption_3,Rustling sound on a smooth surface similar to leather.
soft_walking.wav,caption_3,The footsteps of a running child resonate over time.
writing in pencil.wav,caption_3,Someone is writing with a sharp object on to something.
Pieces examined on table.wav,caption_3,Keys or marbles being rattled and dropped onto a table top.
compressed-waist-rubbish-container.wav,caption_3,A person in a factory presses a button to operate heavy machinery.
Sound_FX_chaleira.wav,caption_3,An engine of a car is turning starting then the car driving on a road of rocks
Charleston Campus Summer.wav,caption_3,The helicopter engine makes a whirring noise and the propeller is winding in the background.
West Country pub interior.wav,caption_3,"People are in a confined space, speaking in differing volumes to one another."
chinesealarmclock.wav,caption_3,The continuous ticking of the hands of a clock
Scifi Elevator Start Moving and Stop.wav,caption_3,Air pump machines at a car wash always shut off.
Greeting Card Foley.wav,caption_3,Someone is turning the pages in a book.
Kocking door and open door.wav,caption_3,Someone knocking on a door and then proceeding to open it.
Wooden bed board vs wall.wav,caption_3,Continuously a wooden cabinet door is being hit.
Leafing through papers.wav,caption_3,"A weed eater is started, used and turned off."
CivicSI.Accelerating.Garage.wav,caption_3,"The revving of a motorcycle again and again, then a pause, then more revving"
Coins falling on wood.wav,caption_3,Coins make a metallic jingling as they are dropped onto a flat surface.
Sukhapha anchor chain.wav,caption_3,People are talking lightly in the background as heavy machinery being used.
Footsteps On Pipe_Metal.wav,caption_3,"Someone bangs against a pipe before they pause, then continue."
shovel.wav,caption_3,The wind is blowing a metal object that is repeatedly striking another metal object producing clanking.
Gong bashing repetitively with resonance.wav,caption_3,A song plays before slowly fading then picking up again.
Rain inside the old theater of Prypiat (close to Chernobyl).wav,caption_3,The splash of raindrops falling on the floor.
hugespacecruiser.wav,caption_3,An industrial machine making whirring noises from inside a room.
engine start BMW 320 VG91.wav,caption_3,A truck starts before idling for a bit.
Freight Train Crossing.wav,caption_3,A train is riding by while the horn and bell is sounding.
Train_passing.wav,caption_3,A plane flying by quickly in the air followed by a ringing.
Creaky Floor and show scuffles at  The Musee de Cluny.wav,caption_3,People are talking while moving papers around in a hall.
diferents ocells.wav,caption_3,"Birds are chirping, a sprinkler is running, and people are talking."
murmur_on_ferry_1.wav,caption_3,Men and women talk inaudibly in the background
"Tunis Medina, Handwerker und Stimmen.wav",caption_3,Some construction work is being done next to a school yard.
officeWorkConstruction1.wav,caption_3,"A metallic hum is emitted from a machine while a static buzzing occurs, then things are shut off."
Water Dripping on Water.wav,caption_3,Water is dripping from a faucet that is not closed fully.
RhythmicSC.wav,caption_3,Water is running as a glass is being tossed around.
Shed Creaks.wav,caption_3,A wooden floor creaks as it is walked upon in a small house.
mab-kite-spool-20080727.wav,caption_3,A teapot is whistling and is ready to be taken off of the stove.
dark ambience 01.wav,caption_3,The wind is blowing calmly as the video goes on.
RPG Town Loop #1.wav,caption_3,Part of a song of an old video game is playing.
Synthikat Dark Scene 01.wav,caption_3,Scary music is playing then it gets more intense.
Fantasy Ambience.wav,caption_3,The song was played loudly with multiple instruments.
SUBWAY_02.wav,caption_3,An airplane or a jet is flying overhead and coming in for a landing.
metal clink.wav,caption_3,A person is dropping change into a plastic container and then they shake the change.
Dolphin Noises.wav,caption_3,Opening and almost closing a squeaking door that hinges need oil
Rain at home 01 080807.wav,caption_3,Rain falling and thunder clapping outside in a storm.
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,caption_3,Cars passing through puddles of water while a thunderstorm is happening.
Placing Objects On Desk.wav,caption_3,An object is placed on a hard surface and multiple thuds occur in the room.
River.wav,caption_3,Water flowing through a creek or a river at a pretty fast rate.
fdv_jour_de_pluie_2.wav,caption_3,A rainstorm hits the top of a shed with a some wind.
Rain inside Car_Summer_Johannesburg_14H00.wav,caption_3,"Rain hits a surface, and thunder rumbles in the background."
Fire1.wav,caption_3,The crackling fire amid a pile of wood.
Footsteps on Linoleum Floor w_ Socks_1-2.wav,caption_3,Someone is pacing back and forth on a porch.
Footsteps on quiet street at night.wav,caption_3,An man walks in a regular and repeated fashion inside an industrial factory building with heavy traffic outside.
"Footsteps, Sneakers, Tile, Fast.wav",caption_3,Someone is pacing in shoes on the hard floor.
shufflingdirt.L.wav,caption_3,Footsteps walking over leaves as a vehicle is travelling.
indoors house ambient room tone distant neighbours 1.wav,caption_3,People speak and move quietly in the background and then someone begins to whistle.
waves beach medium1 close.wav,caption_3,Water is flowing rapidly from a waterfall at a fast rate.
Rain in city.wav,caption_3,Rain is pouring onto the street as cars drive past.
Guinnefowl - SChatter 1 - 96kHz.wav,caption_3,Squeaking sound through out with background birds chirping
Martian Seas.wav,caption_3,"An engine runs for awhile, never picking up in speed."
Street basketball in detroit.wav,caption_3,A crowd cheers while watching a sporting event.
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_distant_chainsaw_01.wav,caption_3,"As birds whistle behind, the tree cutter worked to cut the trees."
Lamborghini Gallardo.wav,caption_3,A very faulty engine roars as it is switched on and gets revved occasionally before finally being switched off.
Silencyo_RAIN_NIGHT_Village_CloseUp_Drips_Gutter_MSd.wav,caption_3,Large rain drops are hitting the lids of metal cans outside.
porto_church_athmo_33.wav,caption_3,Air movement through a narrow corridor and the movement of traffic in the background
Outdoor Suburb Summer.wav,caption_3,"A tree shredder ran briefly while birds were singing, and people spoke in background"
Sound_FX_Ambient_Street_cars+passing_by.wav,caption_3,A soft wind blows in the background as a large vehicle rumbles on and a young child spoke something.
Thunder - 2.wav,caption_3,"The thunder from a passing lightning strike, somewhat distant, faded away."
riverside evening 01 SHORT.wav,caption_3,Someone is rowing their boat down a river.
wooden boat row water.wav,caption_3,A person rowing a boat in a lake.
static 770 kHz cycle zap.wav,caption_3,Almost twenty seconds of an air horn blasting very loudly
YANN SDB SARAH.wav,caption_3,Water is trickling and splashing very quietly and then a large gurgle as it flows out to drain.
nature-waterfall-Blaafarveverket-090721.wav,caption_3,Water from a large waterfall is falling over a cliff.
London underground 06 train arriving.wav,caption_3,"A train is speeding upon the rails, and eventually slows down and the brakes squealing loudly."
20100919.magdalena.fountain.wav,caption_3,People are talking and a bell is ringing while it is raining outdoors.
winding spring.wav,caption_3,A person using a wrench on something and then banging on it.
Machete far 2.wav,caption_3,Metal being tapped on metal at a slow pace
Turning Book Pages.wav,caption_3,Pages of paper are flipped in quick succession.
WalkingGravelTrailAugust2015.wav,caption_3,"Footsteps crunch on a gravel surface, a man speaking softly while insects chirp and hiss far away."
channel 2 now concludes its broadcast day.wav,caption_3,"An emergency whistle plays, indicating an emergency broadcast."
Birds in Comacchio Lake 3.wav,caption_3,Sea gulls make calls to each other on the beach.
shell-like.wav,caption_3,The rate of wind blowing in a hollow chamber is consistent.
Geese Fly Over.wav,caption_3,Geese flying over head and their call is being processed through an audio delay.
rain balcony calm suburb.wav,caption_3,Cars drive past on the nearby road as a storm begins to rumble in the distance.
Walking in Evening With Plane Flying by.wav,caption_3,A person is walking outside while leaves crackle and trash as well.
agua.wav,caption_3,Water is flowing from an height with a constant speed
Announcement diversion 100211.wav,caption_3,A person is speaking through a loudspeaker while other people are speaking in the background.
outdoors ambient distant village 3.wav,caption_3,People are talking in the distance while tannoy noises reverberate and then a car horn is sounded.
Crash Scene During Le Mans.wav,caption_3,A video game car accelerates and then decelerates at various speeds and times
Wind moaning in chimney flue.wav,caption_3,A vehicle revs intermittently while a motor is running.
020220_00.wav,caption_3,A person speaks while frying something in a pan.
applause small room.wav,caption_3,A large audience giving a long round of applause for several seconds.
Locker Room Ambience .wav,caption_3,Metal material knocked while working a building machine.
marbles.wav,caption_3,Someone is playing with a box of beads and shaking them up loudly.
0401 Traffic_light_sound.wav,caption_3,A bird sings its own traffic signal while the vehicles pass by.
Cable Car Outside Red Peak Station.wav,caption_3,An airplane that is flying over a factory building.
giant fan-marston.wav,caption_3,Rain is coming down on the sidewalk as cars pass by.
049-Oscar-Miauw.wav,caption_3,Multiple cat meows grow louder then softer as time goes on.
Kids chatter Primary School Birmingham UK.wav,caption_3,"Outside of the large gathering, several people are gathering, making conversation."
School.wav,caption_3,Men and women of all ages are talking and laughing at once in a public place.
080912_00_grinder_wood.wav,caption_3,An electric saw is now in use and is cutting something.
Coffeehouse Ambience Burlington VT 0112xx.wav,caption_3,man and lady talking and some came in close the door and went out.
"09-07-14_2052_Matosinhos, grill of a fish restaurant.wav",caption_3,People were getting loud as the traffic on the street was getting busy.
20161126_rain.74.wav,caption_3,Rain falls steadily on a smooth surface while something is clicking lightly in the background.
"09-07-16_1925_parking palacio de cristal, ventilation system.wav",caption_3,"Heavy machinery is running, and a tire sharply squeals in the middle."
Fan_Ventilation_Stereo 2.wav,caption_3,An electrical motor running continuously to same speed
Train Station Atmosphere.wav,caption_3,Outside city noises cover the faint voices talking.
100121.wav,caption_3,Loud thunder while rain pours down in the background.
conversation.wav,caption_3,People are eating and conversing in a dining room.
jkl_agora_cafe.wav,caption_3,Dining room dishes clatter amid a background noise of voices talking over dinner.
thunderclap_rain_rumble.wav,caption_3,Strong rain falls before it begins to thunder.
apartment amb.wav,caption_3,Heavy static and reverb muffled ringing bells and general static.
Boiler and kitchen hood.wav,caption_3,A mechanical roar resonates in the background while a person continuously taps a plastic object on a sink.
14.wav,caption_3,A person is steadily turning the pages of a magazine.
Constant Radio Static.wav,caption_3,Water is running and rain is falling at a rapid pace.
squeaky_train_brakes.wav,caption_3,A fire crackles simultaneously as a car brake makes a screeching sound.
city evening hum winter SHORT 130220_02.wav,caption_3,The train shuffles through the night under the subway stream.
161004_0062 running water.wav,caption_3,Water drips onto a metallic surface at a constant rate.
INT Bathroom tone 1.wav,caption_3,Water loudly runs in the background while birds chirp and low rumbling noises resonate.
2 crickets chirping during a summer evening in the city (with traffic noise).wav,caption_3,Some type of pulsating machinery running in the background outdoors.
Kitchen ambience.wav,caption_3,The hum of the motor is constant and monotonous.
"Washington, Kansas.wav",caption_3,Birds are chirping while the cars are passing by in the background.
20061016.laboratory.wav,caption_3,Mechanical tools working together and grinding to make something.
Bathroom Sounds.wav,caption_3,"A toilet flushing followed by plastic being crumpled, hands being washed and something tapping around in a glass cup."
Gulls at beach.wav,caption_3,"A seagull chirps, screeches and squawks as wind blows in the background."
Old Street - Ambulence.wav,caption_3,Cars drive by the scene as emergency sirens wail closer.
Blackbird_Sweden_long.wav,caption_3,Birds chip and sing to each other within an enclosed aviary.
Outside ambiance with birds.wav,caption_3,Birds make strange sounds inside of an aviary.
Tsaritsyno-Park. Spring.wav,caption_3,Birds chirp a lot inside a loud aviary.
20100424.guadalquivir.wav,caption_3,Birds sing softly in the background as a stream murmurs as it flows across rocks.
Saas-Fee Fountain 100609.wav,caption_3,Water in a small fountain is bubbling up and making splash sounds.
By ther blacksmith-002.wav,caption_3,"Clashing dishes with one another, forks knives and glass, male speaking"
Clanking_Spoon.wav,caption_3,Someone is beating two pieces of cutlery against each other.
"Metal pole, assembling, disassembling, metal pipe hits with ring.wav",caption_3,"Forks and knives continuously clinking, clattering, and banging."
Rainforest Morning Chorus.wav,caption_3,Birds chirping and a pair of chicks caw for food in the forest.
City And Bugs.wav,caption_3,Animals make sounds in the distance as a door creaks.
20081130_walking_in_snow_with_snowshoes.wav,caption_3,Someone walks on a surface that crunches loud under foot.
Boulevard SummerRiver calm 01 NL 160905_0961 0962.wav,caption_3,Birds chirp in the distance as a person walks through a slightly muddy field.
24may2010loudestthunder.wav,caption_3,"Thunder rolls while rain falls, the thunder occasionally getting closer and louder."
BOILING WATER COOKING.wav,caption_3,"Rain clouds rumble, as water drops to the ground."
Eating With The Drill.wav,caption_3,A person drills the same spot over and over again.
Glass_Bottle_Spilling_Liquid.wav,caption_3,Liquid splashes or drips lightly at an even tempo.
Screaming Door.wav,caption_3,A long squeak is followed by many more squeaks and the wind blows softly.
waves_2.wav,caption_3,Some flies are buzzing by as some water runs underneath.
sonicpostcards-49GR-frenocar.wav,caption_3,A machine rhythmically works as water runs and people talk.
Munich Cathedral.wav,caption_3,A person plays an organ while people are whispering.
Tiny bells.wav,caption_3,"A person shakes a bottle, which drops out some money."
elicottero.wav,caption_3,An helicopter flying above and getting closer and louder after going away.
bus.wav,caption_3,"An engine revs up, then fades away into the distance where it then slows."
Medium sized hand bell at diffrent tones.wav,caption_3,Bells going off every so often getting louder and louder.
Heavy construction in progress.wav,caption_3,Someone is operating some heavy machinery and then shuts it off.
Rain on Window with Thunder.wav,caption_3,Booming thunder and light rain from an approaching storm.
Lake Waves 2.wav,caption_3,The dishes are being washed and rinsed in a sink
wind-phonelines.wav,caption_3,A wind blows constantly at an unsteady intensity.
Dentist Chair Hydraulics.wav,caption_3,A machine that is in a low power mode then being turned on.
washing hands in the sink.wav,caption_3,"The sink runs as hands are rinsed, then the sink is turned off, and the hands are shaken."
RowanMagennis_160019_SD100_Sweeping.wav,caption_3,A broom whispers softly as it sweeps across a concrete floor.
Train left to right.wav,caption_3,A train is going by making a lot of noise.
Paris pluie sirenes.wav,caption_3,Police and emergency vehicle sirens boom from a moderate distance.
siren.wav,caption_3,An emergency vehicle is sounding loudly in the distance while a bird is chirping closer.
AbdnC_StNics_120225end.wav,caption_3,Bells go off very loudly and then a bird makes noises.
rain_and_thunder.wav,caption_3,Rain falls at a constant rate and thunder rumbles.
CROWD AND TRAFFIC PLACE NOTRE DAME.wav,caption_3,People speaking in a crowd or a park and cars driving by in the background.
foodmarket_2.wav,caption_3,People chatting and city noise in a market or place where people gather.
market.wav,caption_3,A large group of people are milling around for a gathering in a hall.
pure_granny_static.wav,caption_3,Radio static from a tuner being moved across various radio frequencies.
Ambiance without people.wav,caption_3,Static of traffic in the background with distant birds chirping.
luncheon_ambiance.wav,caption_3,People are talking and eating and clinking their silverware.
Restaurant Ambience.wav,caption_3,"A group of voices, including several adults and a young child, speak consistently."
rain and distant thunder 2.wav,caption_3,Thunder roars while it rains in the background.
JUDAH.wav,caption_3,As the vehicle starts to drive away the metal begins to vibrate very fast.
greece_naxos_white_noise_3.wav,caption_3,"Silence, except for the distant barking of a dog."
propplaneflyover.wav,caption_3,"An aircraft flying overhead, approaching then flying away."
Rain Loop (unfiltered).wav,caption_3,Rain is pouring onto an uneven surface and air is moving near.
On the ferry 2011-12-03.wav,caption_3,Quiet female conversation was drowned out by the drone of the ventilation system.
honeyimhome.wav,caption_3,"A vehicle pulling up with music playing, the emergency brake being pulled, then shutting off car and opening door."
auto int heat blast max.wav,caption_3,"Ferry engines, which are in close proximity to one another, operate in a regular sustained fashion."
Tram on Douro Bridge.wav,caption_3,A train goes down the tracks and gets quieter as it races away.
rain.thunder.crickets-01.wav,caption_3,"Crickets are chirping, thunder is rumbling, rain is falling and wind is blowing."
bad-def01.wav,caption_3,Someone either getting in to or out of their bath tub.
Mysound-IDES-FRlittle-bell.wav,caption_3,The coins are being shaken harder and louder as the video goes on.
Flamborough_ambience.wav,caption_3,A waterfall splashing down to its base with a roar and the wind howls with it.
electric_air_compressor_close_mono.wav,caption_3,A mechanical whirring drones on from the beginning until the end.
Bathroom.wav,caption_3,A shower is running and a machine is on.
FP_Drainage_System_Water_Drip.wav,caption_3,Bacon frying in a pan and the oil is popping and splattering.
frog baby 2 1.wav,caption_3,"A water fountain runs in a garden, traffic passes in the distance."
Sink_Draining_Water_Drip.wav,caption_3,Trickling water fills a container and becomes louder over time until the trickling stops.
"Ring NYC apartment doorbell, neighbor dog barks.wav",caption_3,"After someone rings the doorbell several times, the dog begins barks and someone finally comes to open the door."
cars.wav,caption_3,Heavy traffic is zipping by on a busy and wet road.
Ronda - Steps in the stone - Pasos sobre piedra.wav,caption_3,A person walks loudly over a hard surface.
Calle transitada.wav,caption_3,Cars passing by on the interstate going real fast.
Fumigadora.wav,caption_3,Someone in a vehicle passes by a loud factory.
luffy_wind5.wav,caption_3,A wheel rotating in the foreground while the wind blows in the background.
Manwe-metal_tools_on_concrete.wav,caption_3,"One piece of metal falls with a clatter, shortly after it is repeated"
Scissors Cutting Paper.wav,caption_3,Someone cutting through paper and other materials with scissors.
wind and birds in the delta of the River Po 2.wav,caption_3,Several species of birds sing and chirp in the forest.
bm_doorsqueak.wav,caption_3,A door with squeaky hinges is being repeatedly opened and closed.
MISC_Police_Siren_Int_Onboard_003.wav,caption_3,A police siren rings as the car engine roars
QuietEveninginPark.wav,caption_3,"A bird screams, someone lights a lighter, and a car zooms by."
Cooking on Gas.wav,caption_3,Driving by was a bus with a loud engine.
bombolles.wav,caption_3,Bubbles form and burst as air is blown through a straw into liquid.
Wild Water 2.wav,caption_3,It is raining down on the road very hard and intensely.
kitchensinkturningonandoff.wav,caption_3,One person is working on a sink while the water is draining out.
Bubbling beaker.wav,caption_3,Popping sounds are made in a liquid while bubbles are continuously being blown into the liquid.
Street cleaning.wav,caption_3,An engine runs continuously then vehicles back up.
stretched bell.wav,caption_3,A school alarm echoes and vibrates as it rings nearby.
footsteps_snow_1min_mono_44_16.wav,caption_3,A person is walking on snow with boots.
metal gates squeaking in the wind.wav,caption_3,A truck is driving down the road with the back doors open and making racket while another truck passes them.
Starting car recorded from inside.wav,caption_3,A car engine starts and the car is driven away.
water on boat - galilee.wav,caption_3,Soft tumbling and clinking of objects while people are talking in the background.
"Stream, Water, C.wav",caption_3,The water is coming down from a waterfall.
outdoors street ambient heavy traffic some hiheel highheels walking and jabbering.wav,caption_3,"Loud traffic passes, while a person coughs in the background."
SmallTownNightLowTraffic.wav,caption_3,A not too busy road has a few trucks and cars go by.
Corn Husking Sequence x2.wav,caption_3,Some plastic is pulled and ripped with a high pitched squeal
SportCarRumble.wav,caption_3,A truck motor is idling continuously at the same rate throughout.
red X.wav,caption_3,Someone is writing on a piece of paper with a marker.
rbh creek.wav,caption_3,Heavy rain falling while strong winds are blowing
Light Knocking on door.wav,caption_3,The person is knocking again and again on an empty wall.
